"trending_date","title","channel_title","category_id","publish_time","views","likes","dislikes","comment_count","comments_disabled","ratings_disabled","video_error_or_removed","publish_hour","publish_when","publish_wday","timetotrend"
2017-12-01,"CONFRONTING MY DAD","shane","Comedy",2017-11-29 15:00:02,3657886,442915,2655,75753,FALSE,FALSE,FALSE,15,"8am to 3pm","Wednesday","2"
2017-12-01,"Justin Timberlake And Stephen Harmonize The National Anthem","The Late Show with Stephen Colbert","Entertainment",2017-11-30 03:35:00,372262,3332,286,355,FALSE,FALSE,FALSE,3,"12am to 8am","Thursday","1"
2017-12-01,"James Franco Brings Tommy Wiseau to Kimmel","Jimmy Kimmel Live","Entertainment",2017-11-30 06:00:00,842514,17356,308,2084,FALSE,FALSE,FALSE,6,"12am to 8am","Thursday","1"
2017-12-01,"Alexa Chung Fears for Her Life While Eating Spicy Wings | Hot Ones","First We Feast","Howto and Style",2017-11-30 11:00:05,344244,15343,790,2602,FALSE,FALSE,FALSE,11,"8am to 3pm","Thursday","1"
2017-12-01,"10 Crazy eBay Items!","Matthias","Entertainment",2017-11-29 18:30:00,635414,59806,546,7529,FALSE,FALSE,FALSE,18,"3pm to 12am","Wednesday","2"
2017-12-01,"Trump and Republicans Rush to Pass Their Radical Tax Plan: A Closer Look","Late Night with Seth Meyers","Comedy",2017-11-29 15:00:00,1371506,18997,1185,2861,FALSE,FALSE,FALSE,15,"8am to 3pm","Wednesday","2"
2017-12-01,"When You Catch Your Boyfriend (ft. Nick Jonas)","IISuperwomanII","Comedy",2017-11-30 16:23:49,698426,83397,510,6642,FALSE,FALSE,FALSE,16,"3pm to 12am","Thursday","1"
2017-12-01,"It's OK to not be OK","Anna Akana","Comedy",2017-11-30 13:26:11,127011,13273,170,746,FALSE,FALSE,FALSE,13,"8am to 3pm","Thursday","1"
2017-12-01,"Avengers: Infinity War - Trailer Review","Jeremy Jahns","Entertainment",2017-11-29 21:21:34,433714,18522,480,2814,FALSE,FALSE,FALSE,21,"3pm to 12am","Wednesday","1"
2017-12-01,"NEWBORN PETS AND A NEW APARTMENT","Taylor Nicole Dean","Pets and Animals",2017-11-30 11:09:12,292197,26587,330,10216,FALSE,FALSE,FALSE,11,"8am to 3pm","Thursday","1"
2017-12-01,"IS THIS THE CAMERA OF THE FUTURE?","CaseyNeistat","People and Blogs",2017-11-29 12:59:50,1355237,52745,862,4155,FALSE,FALSE,FALSE,12,"8am to 3pm","Wednesday","2"
2017-12-01,"Chelsea Handler Questions Whether She's Cut Out for a Relationship","TheEllenShow","Entertainment",2017-11-30 09:00:07,264975,5214,217,308,FALSE,FALSE,FALSE,9,"8am to 3pm","Thursday","1"
2017-12-01,"J. Balvin, Willy William - Mi Gente (Alesso Remix) with Anwar Jibawi","Alesso","Music",2017-11-29 17:00:44,373301,21900,1062,1508,FALSE,FALSE,FALSE,17,"3pm to 12am","Wednesday","2"
2017-12-01,"Dog Cries Every Time He's Touched â€” Until He Meets This Woman | The Dodo","The Dodo","Pets and Animals",2017-11-29 19:30:00,1040790,27343,541,3289,FALSE,FALSE,FALSE,19,"3pm to 12am","Wednesday","1"
2017-12-01,"John Boyega Shows Off His Best Michael Jackson Dance Moves","The Tonight Show Starring Jimmy Fallon","Comedy",2017-11-29 23:59:22,331652,7250,178,406,FALSE,FALSE,FALSE,23,"3pm to 12am","Wednesday","1"
2017-12-01,"I Built a FULL SIZE Tie Fighter/Silencer","colinfurze","Autos and Vehicles",2017-11-30 11:00:03,364537,21807,402,1406,FALSE,FALSE,FALSE,11,"8am to 3pm","Thursday","1"
2017-12-01,"How a Sick Chimp Led to a Global Pandemic: The Rise of HIV","SciShow","Education",2017-11-29 17:00:02,331220,16032,238,2319,FALSE,FALSE,FALSE,17,"3pm to 12am","Wednesday","2"
2017-12-01,"How to Parent Yourself","The School of Life","Education",2017-11-30 09:00:04,65783,3822,89,229,FALSE,FALSE,FALSE,9,"8am to 3pm","Thursday","1"
2017-12-01,"DIY ALL OF THE LIGHTS Paper Cut Light Box Art, BEST ART THAT HAS EVER BEEN MADE","Corinne Leigh","People and Blogs",2017-11-29 21:59:20,330124,30203,201,2355,FALSE,FALSE,FALSE,21,"3pm to 12am","Wednesday","1"
2017-12-01,"Disney's Live Action Mulan - Liu Yifei aka Crystal Liu Cast - REACTION","Beyond The Trailer","Entertainment",2017-11-29 13:53:21,99566,2136,419,1127,FALSE,FALSE,FALSE,13,"8am to 3pm","Wednesday","2"
2017-12-01,"I Pretended To Be A Model On A Shoot For Jigsaw","Glam&Gore","Entertainment",2017-11-29 20:52:27,409601,39692,175,2050,FALSE,FALSE,FALSE,20,"3pm to 12am","Wednesday","1"
2017-12-01,"Magic MAGNETIC Nail Polish?!  (maybe don't wear metal)","Simply Nailogical","Entertainment",2017-11-29 16:51:37,1538576,81240,678,7586,FALSE,FALSE,FALSE,16,"3pm to 12am","Wednesday","2"
2017-12-01,"CYN - Only With You","CYNVEVO","Music",2017-11-30 11:00:00,28983,1532,58,230,FALSE,FALSE,FALSE,11,"8am to 3pm","Thursday","1"
2017-12-01,"PokÃ©mon Challenge: Watch GAME FREAKâ€™s Kazumasa Iwao Guess the PokÃ©mon!","The Official PokÃ©mon YouTube Channel","Gaming",2017-11-30 11:11:54,47215,3390,40,490,FALSE,FALSE,FALSE,11,"8am to 3pm","Thursday","1"
2017-12-01,"Black Mirror - Black Museum | Official Trailer [HD] | Netflix","Netflix","Entertainment",2017-11-29 06:00:03,391639,7307,84,594,FALSE,FALSE,FALSE,6,"12am to 8am","Wednesday","2"
2017-12-01,"An astonishing old calculator - Numberphile","Numberphile","Science and Technology",2017-11-30 08:59:32,122641,9202,48,735,FALSE,FALSE,FALSE,8,"8am to 3pm","Thursday","1"
2017-12-01,"Jim Nabors dead at 87 (Thursday noon breaking report)","WTHR","News and Politics",2017-11-30 13:20:44,11484,82,4,74,FALSE,FALSE,FALSE,13,"8am to 3pm","Thursday","1"
2017-12-01,"I Became My Sim For A Day *CHALLENGE*","Millie T","Entertainment",2017-11-30 13:00:00,99243,9003,174,530,FALSE,FALSE,FALSE,13,"8am to 3pm","Thursday","1"
2017-12-01,"Datally: A new mobile data-saving app by Google.","Google","Science and Technology",2017-11-29 22:32:16,166157,4276,130,436,FALSE,FALSE,FALSE,22,"3pm to 12am","Wednesday","1"
2017-12-01,"Television icon Jim Nabors has passed away","USA TODAY","News and Politics",2017-11-30 15:05:10,3724,40,1,42,FALSE,FALSE,FALSE,15,"8am to 3pm","Thursday","1"
2017-12-01,"#23 Feed The Homeless | One List, One Life","One List , One Life","People and Blogs",2017-11-30 10:36:12,32385,568,77,97,FALSE,FALSE,FALSE,10,"8am to 3pm","Thursday","1"
2017-12-01,"Free Fall Ride In Denmark","INSIDER","Howto and Style",2017-11-30 11:37:38,14111,437,1,64,FALSE,FALSE,FALSE,11,"8am to 3pm","Thursday","1"
2017-12-01,"THOROUGHBREDS - Official Trailer [HD] - In Theaters March 9, 2018","Focus Features","Entertainment",2017-11-30 11:00:33,26190,317,24,23,FALSE,FALSE,FALSE,11,"8am to 3pm","Thursday","1"
2017-12-01,"White House Press Briefing - November 30, 2017 | NBC News","NBC News","News and Politics",2017-11-30 15:41:21,10179,67,27,0,TRUE,FALSE,FALSE,15,"8am to 3pm","Thursday","1"
2017-12-01,"HANSON - Finally It's Christmas (Official Music Video)","HANSON","Music",2017-11-30 12:04:50,39486,1620,26,192,FALSE,FALSE,FALSE,12,"8am to 3pm","Thursday","1"
2017-12-01,"Prince William: Wedding means Harry will stop raiding my fridge!","The Royal Family Channel","News and Politics",2017-11-29 12:17:32,174613,1361,55,210,FALSE,FALSE,FALSE,12,"8am to 3pm","Wednesday","2"
2017-12-01,"KUWTK | Kendall Jenner & Khloe Kardashian Consider Getting a Gun | E!","E! Entertainment","Entertainment",2017-11-29 10:00:06,587643,5700,264,527,FALSE,FALSE,FALSE,10,"8am to 3pm","Wednesday","2"
2017-12-01,"Twitter Is FURIOUS VS Fashion Show Aired Model's Runway Fall UNEDITED","Clevver News","Entertainment",2017-11-29 18:30:19,201689,2208,94,376,FALSE,FALSE,FALSE,18,"3pm to 12am","Wednesday","2"
2017-12-01,"Green Light - Cyanide & Happiness Minis","ExplosmEntertainment","Comedy",2017-11-28 01:00:00,590227,31712,541,1482,FALSE,FALSE,FALSE,1,"12am to 8am","Tuesday","3"
2017-12-01,"Galantis & Throttle - Tell Me You Love Me (Official Music Video)","Galantis","Music",2017-11-28 10:00:58,197485,13811,177,783,FALSE,FALSE,FALSE,10,"8am to 3pm","Tuesday","3"
2017-12-01,"Saoirse Ronan Tries to Pronounce Difficult Celeb Names","POPSUGAR","Howto and Style",2017-11-27 14:56:40,36588,653,6,39,FALSE,FALSE,FALSE,14,"8am to 3pm","Monday","4"
2017-12-01,"How to add and send attachments in Mail on your iPhone or iPad â€” Apple Support","Apple Support","Science and Technology",2017-11-27 12:41:38,7126,113,6,8,FALSE,FALSE,FALSE,12,"8am to 3pm","Monday","4"
2017-12-01,"Marvin Bagley PK80","DraftExpress","Sports",2017-11-28 12:44:24,1432,13,1,2,FALSE,FALSE,FALSE,12,"8am to 3pm","Tuesday","3"
2017-12-01,"Action Cam Footage From October 2017 Spacewalk","NASA","Science and Technology",2017-11-28 15:41:30,26527,1624,44,233,FALSE,FALSE,FALSE,15,"8am to 3pm","Tuesday","3"
2017-12-01,"5 Tips To Help Your Dog In A Disaster","BuzzFeed Nifty","Howto and Style",2017-11-28 13:00:27,20879,653,13,38,FALSE,FALSE,FALSE,13,"8am to 3pm","Tuesday","3"
2017-12-01,"THE SHAPE OF WATER | Human | FOX Searchlight","FoxSearchlight","Film and Animation",2017-11-28 16:16:52,349383,38,2,4,FALSE,FALSE,FALSE,16,"3pm to 12am","Tuesday","3"
2017-12-01,"At Home with Amy Sedaris - Amy's Not-So Holiday Special | truTV","truTV","Entertainment",2017-11-27 15:30:03,3597,59,8,13,FALSE,FALSE,FALSE,15,"8am to 3pm","Monday","4"
2017-12-02,"Demi Lovato - Tell Me You Love Me","DemiLovatoVEVO","Music",2017-12-01 10:00:02,6296393,633622,8307,44548,FALSE,FALSE,FALSE,10,"8am to 3pm","Friday","1"
2017-12-02,"G-Eazy & Halsey - Him & I (Official Video)","GEazyMusicVEVO","Music",2017-12-01 11:15:00,1554273,146680,1599,7305,FALSE,FALSE,FALSE,11,"8am to 3pm","Friday","1"
2017-12-02,"Flynn Promised 'Full Cooperation' To Mueller Team, Prepared To Testify | The View","The View","News and Politics",2017-12-01 11:42:00,279827,3595,2770,3266,FALSE,FALSE,FALSE,11,"8am to 3pm","Friday","1"
2017-12-02,"Matt Lauer Sexual Harassment Allegations; Trump's Unhinged Tweets: A Closer Look","Late Night with Seth Meyers","Comedy",2017-11-30 21:00:01,1855536,21004,1295,2692,FALSE,FALSE,FALSE,21,"3pm to 12am","Thursday","1"
2017-12-02,"Melania Trump Is Dreaming Of A Dark Christmas","The Late Show with Stephen Colbert","Entertainment",2017-12-01 03:35:00,888126,12147,2756,1536,FALSE,FALSE,FALSE,3,"12am to 8am","Friday","1"
2017-12-02,"Jimmy Kimmel on Twitter War with Roy Moore","Jimmy Kimmel Live","Entertainment",2017-12-01 00:02:33,856874,13695,1005,1791,FALSE,FALSE,FALSE,0,"12am to 8am","Friday","1"
2017-12-02,"Lindsey Stirling - Carol of the Bells","Lindsey Stirling","Music",2017-12-01 11:01:15,588112,69989,470,3521,FALSE,FALSE,FALSE,11,"8am to 3pm","Friday","1"
2017-12-02,"Selena Gomez Tearfully Accepts Woman of the Year Award at Billboard's Women in Music 2017","Billboard","Music",2017-12-01 00:19:44,1674757,59360,1699,4103,FALSE,FALSE,FALSE,0,"12am to 8am","Friday","1"
2017-12-02,"Ed Sheeran - Perfect Duet (with BeyoncÃ©) [Official Audio]","Ed Sheeran","Music",2017-11-30 19:54:56,8128270,643769,9699,35441,FALSE,FALSE,FALSE,19,"3pm to 12am","Thursday","1"
2017-12-02,"YOUTUBERS REACT TO THEIR OLD YOUTUBE CHANNEL PROFILE #2","FBE","Entertainment",2017-11-30 17:00:00,865993,28870,640,3287,FALSE,FALSE,FALSE,17,"3pm to 12am","Thursday","2"
2017-12-02,"[2017 MAMA in Hong Kong] BTS_INTRO Perf. + Not Today","Mnet K-POP","Entertainment",2017-12-01 09:51:39,2289723,199777,4451,10481,FALSE,FALSE,FALSE,9,"8am to 3pm","Friday","1"
2017-12-02,"Redskins vs. Cowboys | NFL Week 13 Game Highlights","NFL","Sports",2017-11-30 23:54:15,928751,8872,505,2803,FALSE,FALSE,FALSE,23,"3pm to 12am","Thursday","1"
2017-12-02,"Black Mirror - Hang the DJ | Official Trailer [HD] | Netflix","Netflix","Entertainment",2017-12-01 09:00:03,207223,4522,52,401,FALSE,FALSE,FALSE,9,"8am to 3pm","Friday","1"
2017-12-02,"See Meghan Markle on â€˜90s Nickelodeon Show After Protesting Sexist Commercial","Inside Edition","News and Politics",2017-11-30 16:17:17,352661,3448,503,857,FALSE,FALSE,FALSE,16,"3pm to 12am","Thursday","2"
2017-12-02,"Ed Sheeran on His Girlfriend and Working with BeyoncÃ©","TheEllenShow","Entertainment",2017-12-01 09:00:02,409414,14151,171,351,FALSE,FALSE,FALSE,9,"8am to 3pm","Friday","1"
2017-12-02,"Juicy J - Kamasutra (Audio) ft. Cardi B","TheJuicyJVEVO","Music",2017-12-01 08:00:00,121274,3556,1157,876,FALSE,FALSE,FALSE,8,"8am to 3pm","Friday","1"
2017-12-02,"Flinch w/ BTS","The Late Late Show with James Corden","Entertainment",2017-12-01 01:18:28,2705437,229648,2136,17587,FALSE,FALSE,FALSE,1,"12am to 8am","Friday","1"
2017-12-02,"Five Finger Death Punch - Gone Away (Lyric Video)","5FDPVEVO","Music",2017-12-01 00:00:05,202697,13976,255,1143,FALSE,FALSE,FALSE,0,"12am to 8am","Friday","1"
2017-12-02,"Taylor Swift - I Did Something Bad (Cover) | By Shoshana Bean and Cynthia Erivo","Shoshana Bean","Music",2017-12-01 11:45:59,80811,3733,63,324,FALSE,FALSE,FALSE,11,"8am to 3pm","Friday","1"
2017-12-02,"Matt Lauer: â€˜There Are No Words To Express My Sorrow And Regretâ€™ | TODAY","TODAY","News and Politics",2017-11-30 11:58:26,216332,725,386,915,FALSE,FALSE,FALSE,11,"8am to 3pm","Thursday","2"
2017-12-02,"Midnight Sun | Official Trailer | In Theaters March 23","Open Road Films","Entertainment",2017-12-01 13:00:06,1216410,2755,158,337,FALSE,FALSE,FALSE,13,"8am to 3pm","Friday","1"
2017-12-02,"The real reason American health care is so expensive","Vox","News and Politics",2017-11-30 08:12:13,709836,29399,2180,5118,FALSE,FALSE,FALSE,8,"8am to 3pm","Thursday","2"
2017-12-02,"Martin Garrix & David Guetta - So Far Away (feat. Jamie Scott & Romy Dya) (Official Video)","Martin Garrix","Music",2017-12-01 00:01:33,1418342,161738,1771,10485,FALSE,FALSE,FALSE,0,"12am to 8am","Friday","1"
2017-12-02,"Rolled Ice Cream DIY How to make rolled ice cream at home","How To Cook That","Howto and Style",2017-12-01 03:30:32,129052,5927,110,858,FALSE,FALSE,FALSE,3,"12am to 8am","Friday","1"
2017-12-02,"The Michelangelo of Microsoft Excel","Great Big Story","People and Blogs",2017-12-01 02:00:03,95050,4672,30,330,FALSE,FALSE,FALSE,2,"12am to 8am","Friday","1"
2017-12-02,"Chris Stapleton - A Simple Song (Audio)","ChrisStapletonVEVO","Music",2017-12-01 00:00:03,57539,1538,39,84,FALSE,FALSE,FALSE,0,"12am to 8am","Friday","1"
2017-12-02,"Hunter Hayes - More (Part Two Of Pictures)","Hunter Hayes","Music",2017-12-01 10:00:06,18630,1268,26,95,FALSE,FALSE,FALSE,10,"8am to 3pm","Friday","1"
2017-12-02,"Americans Try To Explain The Royal Family","BuzzFeedVideo","People and Blogs",2017-11-30 20:00:58,225107,5466,468,999,FALSE,FALSE,FALSE,20,"3pm to 12am","Thursday","1"
2017-12-02,"Creepy Matt lauer","Itzztonytony","Comedy",2014-02-23 19:00:28,261544,471,34,40,FALSE,FALSE,FALSE,19,"3pm to 12am","Sunday","8+"
2017-12-02,"Why English is the MOST CONFUSING Language!!?","JOLLY","Comedy",2017-12-01 06:30:01,138633,5744,76,1006,FALSE,FALSE,FALSE,6,"12am to 8am","Friday","1"
2017-12-02,"Luke Bryan - Out Of Nowhere Girl (Audio)","LukeBryanVEVO","Music",2017-12-01 00:00:01,48394,3272,53,227,FALSE,FALSE,FALSE,0,"12am to 8am","Friday","1"
2017-12-02,"The Script - Arms Open (Official Video)","TheScriptVEVO","Music",2017-12-01 03:00:07,110706,13066,76,877,FALSE,FALSE,FALSE,3,"12am to 8am","Friday","1"
2017-12-02,"Sigrid - Strangers (Official Video)","SigridVEVO","Music",2017-11-30 11:00:02,106941,9902,105,878,FALSE,FALSE,FALSE,11,"8am to 3pm","Thursday","2"
2017-12-02,"NBA Meme Team - Top 5","NBA","Sports",2017-11-30 19:05:20,76802,1837,38,85,FALSE,FALSE,FALSE,19,"3pm to 12am","Thursday","1"
2017-12-02,"Greenland is melting","CNN","News and Politics",2017-12-01 07:59:15,6084,203,70,200,FALSE,FALSE,FALSE,7,"12am to 8am","Friday","1"
2017-12-02,"Lissie - Blood and Muscle","LissieVEVO","Music",2017-12-01 11:00:01,6598,646,6,72,FALSE,FALSE,FALSE,11,"8am to 3pm","Friday","1"
2017-12-02,"PRETTYMUCH - No More (Audio) ft. French Montana","PrettyMuchVEVO","Music",2017-12-01 00:00:02,95919,16725,65,2051,FALSE,FALSE,FALSE,0,"12am to 8am","Friday","1"
2017-12-02,"See you in Russia!","FIFATV","Sports",2017-11-30 02:30:00,222827,6086,64,1298,FALSE,FALSE,FALSE,2,"12am to 8am","Thursday","2"
2017-12-02,"Winter BEAUTY HAUL | Fleur De Force","Fleur DeForce","Howto and Style",2017-11-29 12:00:02,110552,3799,67,292,FALSE,FALSE,FALSE,12,"8am to 3pm","Wednesday","3"
2017-12-02,"Tortoise Chases Cat - 977359-7","RM Videos","Comedy",2017-11-29 13:09:02,28224,138,4,3,FALSE,FALSE,FALSE,13,"8am to 3pm","Wednesday","3"
2017-12-02,"Kids Describe A Perfect World to Koji the Illustrator","HiHo Kids","People and Blogs",2017-11-29 08:00:01,162834,5691,29,680,FALSE,FALSE,FALSE,8,"8am to 3pm","Wednesday","3"
2017-12-02,"Drop the Mic: Michael Bennett vs Vanessa Hudgens - FULL BATTLE | TBS","TBS","Entertainment",2017-11-28 15:30:42,831481,18433,206,1057,FALSE,FALSE,FALSE,15,"8am to 3pm","Tuesday","4"
2017-12-02,"First Time Seeing Daddy Without a Beard!","cgriesemer","Film and Animation",2017-11-29 09:58:15,19703,136,8,31,FALSE,FALSE,FALSE,9,"8am to 3pm","Wednesday","3"
2017-12-02,"Poppy â€œMoshi Moshiâ€ù Official Lyrics & Meaning | Verified","Genius","Music",2017-11-29 13:11:47,87484,2938,1480,970,FALSE,FALSE,FALSE,13,"8am to 3pm","Wednesday","3"
2017-12-02,"Impatient Dog Honks Horn for Owner's Attention || ViralHog","ViralHog","Pets and Animals",2017-11-27 15:42:13,388669,4547,108,346,FALSE,FALSE,FALSE,15,"8am to 3pm","Monday","5"
2017-12-02,"Prince Harry and Meghan Markle to wed in Windsor in May - BBC News","BBC News","News and Politics",2017-11-28 11:15:36,61931,477,133,362,FALSE,FALSE,FALSE,11,"8am to 3pm","Tuesday","4"
2017-12-02,"Crisis on Earth-X - Snart & The Ray Kiss","Flash Rahbbit","Entertainment",2017-11-28 22:30:23,5925,149,7,50,FALSE,FALSE,FALSE,22,"3pm to 12am","Tuesday","3"
2017-12-02,"Meghan Markle's full speech at UN Women","Charles Chan","Film and Animation",2017-03-21 19:49:13,12515,30,7,4,FALSE,FALSE,FALSE,19,"3pm to 12am","Tuesday","8+"
2017-12-02,"Star Wars: THE LAST JEDI - Supercut of ALL trailers & commercials","Science vs Cinema","Film and Animation",2017-11-27 14:12:29,6320,90,8,15,FALSE,FALSE,FALSE,14,"8am to 3pm","Monday","5"
2017-12-03,"15 Toothpaste Life Hacks YOU SHOULD KNOW!","Wengie","Howto and Style",2017-12-02 13:48:02,1048933,41411,2778,9055,FALSE,FALSE,FALSE,13,"8am to 3pm","Saturday","1"
2017-12-03,"1,000,000 Dominoes Falling is Oddly SATISFYING","Hevesh5","Entertainment",2017-12-02 13:00:00,458963,7099,450,843,FALSE,FALSE,FALSE,13,"8am to 3pm","Saturday","1"
2017-12-03,"White House Christmas Cold Open - SNL","Saturday Night Live","Entertainment",2017-12-03 00:46:28,95016,5496,447,698,FALSE,FALSE,FALSE,0,"12am to 8am","Sunday","0"
2017-12-03,"Senator's tax rant goes viral","CNN","News and Politics",2017-12-02 10:05:47,104499,2166,1066,1896,FALSE,FALSE,FALSE,10,"8am to 3pm","Saturday","1"
2017-12-03,"Fairy Lights Bedroom Makeover Goals! | Mr. Kate Decorates","Mr. Kate","Howto and Style",2017-12-02 14:00:01,227188,18539,176,1432,FALSE,FALSE,FALSE,14,"8am to 3pm","Saturday","1"
2017-12-03,"The Cast of Star Wars: The Last Jedi Has Mixed Feelings on Porgs","Jimmy Kimmel Live","Entertainment",2017-12-02 03:30:01,264632,4901,81,487,FALSE,FALSE,FALSE,3,"12am to 8am","Saturday","1"
2017-12-03,"Jordan Peele Breaks Down Get Out Fan Theories from Reddit | Vanity Fair","Vanity Fair","Entertainment",2017-12-01 08:00:21,607076,17818,257,1035,FALSE,FALSE,FALSE,8,"8am to 3pm","Friday","2"
2017-12-03,"We Try Tiny Cooking","BuzzFeedVideo","People and Blogs",2017-12-01 14:00:29,747542,19849,350,749,FALSE,FALSE,FALSE,14,"8am to 3pm","Friday","2"
2017-12-03,"ã€_ãƒ‹ãƒ_ã‚¸ãƒ£ãƒêãƒƒãƒˆãƒ_ãƒ_ã€è New York Comic Conå…¬é–‹æ˜ åƒèã€ê2018å_´å_‡å ´å…¬é–‹äºˆå®_ã€‘","ãƒ¯ãƒ_ãƒ_ãƒ_ ãƒ–ãƒ©ã‚¶ãƒ_ã‚_ å…¬å_èãƒÅãƒ£ãƒ_ãƒçãƒ«","Film and Animation",2017-12-01 04:06:02,755014,15686,558,1768,FALSE,FALSE,FALSE,4,"12am to 8am","Friday","2"
2017-12-03,"VLOGMAS DAY 1 - Fly Away With Me","Kandee Johnson","Howto and Style",2017-12-02 14:44:00,19767,2391,55,498,FALSE,FALSE,FALSE,14,"8am to 3pm","Saturday","1"
2017-12-03,"How Technicolor changed movies","Vox","News and Politics",2017-12-01 09:03:01,477893,18243,272,699,FALSE,FALSE,FALSE,9,"8am to 3pm","Friday","2"
2017-12-03,"YouTube Creators for Change: Natalie Tran | White Male Asian Female","communitychannel","Entertainment",2017-12-01 17:11:00,164324,16078,1928,4132,FALSE,FALSE,FALSE,17,"3pm to 12am","Friday","2"
2017-12-03,"Star Wars: The Last Jedi | Training Featurette","Star Wars","Entertainment",2017-12-02 12:40:57,242741,12049,118,928,FALSE,FALSE,FALSE,12,"8am to 3pm","Saturday","1"
2017-12-03,"A VERY SPECIAL DAY IN MY LIFE","Arden Rose","Film and Animation",2017-12-02 13:14:51,37594,2058,41,70,FALSE,FALSE,FALSE,13,"8am to 3pm","Saturday","1"
2017-12-03,"Sia - Candy Cane Lane","SiaVEVO","Music",2017-12-01 13:00:01,693228,43385,878,3102,FALSE,FALSE,FALSE,13,"8am to 3pm","Friday","2"
2017-12-03,"Best NBA Handles and Crossovers of the Month | November 2017","NBA","Sports",2017-12-02 09:00:01,48587,756,21,23,FALSE,FALSE,FALSE,9,"8am to 3pm","Saturday","1"
2017-12-03,"My 30 Before 30 List | Lucy Moon","Lucy Moon","People and Blogs",2017-12-02 13:00:03,36865,2742,44,244,FALSE,FALSE,FALSE,13,"8am to 3pm","Saturday","1"
2017-12-03,"THE TOKYO STOMP (feat. Anna Akana)","Mike Diva","Entertainment",2017-12-01 13:40:28,55556,6163,236,429,FALSE,FALSE,FALSE,13,"8am to 3pm","Friday","2"
2017-12-03,"TEACHING KARLIE KLOSS HOW TO READ BRAILLE!","Molly Burke","People and Blogs",2017-12-02 13:30:04,15859,1499,22,132,FALSE,FALSE,FALSE,13,"8am to 3pm","Saturday","1"
2017-12-03,"James Arthur - Naked","JamesAVEVO","Music",2017-12-01 03:00:02,297306,24903,103,1236,FALSE,FALSE,FALSE,3,"12am to 8am","Friday","2"
2017-12-03,"Why aren't you likable?","Tessa Violet","Music",2017-12-01 14:38:52,82239,10586,53,782,FALSE,FALSE,FALSE,14,"8am to 3pm","Friday","2"
2017-12-03,"K. Michelle - Kim K (Official Audio)","kmichelle","Music",2017-12-01 00:01:44,103737,6013,208,782,FALSE,FALSE,FALSE,0,"12am to 8am","Friday","2"
2017-12-03,"Ashanti Speaks on Irv Gotti and Murder Inc | Everyday Struggle","Complex","Entertainment",2017-11-29 14:00:02,50494,424,24,167,FALSE,FALSE,FALSE,14,"8am to 3pm","Wednesday","4"
2017-12-03,"Cardi B | MOBO Awards 2017 | Live Performance","MOBO Awards","Music",2017-11-29 18:23:09,32219,338,23,48,FALSE,FALSE,FALSE,18,"3pm to 12am","Wednesday","4"
2017-12-03,"I Got Transformed Into JLo | Beauty Evolution | Refinery29","Refinery29","Howto and Style",2017-11-30 11:00:00,24996,698,31,94,FALSE,FALSE,FALSE,11,"8am to 3pm","Thursday","3"
2017-12-03,"Carol of the Pugs","Maggie Smith KÃ_hn","Music",2017-11-28 15:10:12,3411,41,0,8,FALSE,FALSE,FALSE,15,"8am to 3pm","Tuesday","5"
2017-12-03,"Disney Princess Hand Pies","Pies Are Awesome","Howto and Style",2017-11-29 19:54:50,1515,16,0,4,FALSE,FALSE,FALSE,19,"3pm to 12am","Wednesday","3"
2017-12-03,"Test footage of my raspberry pi camera in the dark","Facelesstech","Gaming",2017-11-25 14:26:31,1237,2,0,2,FALSE,FALSE,FALSE,14,"8am to 3pm","Saturday","8+"
2017-12-03,"IGNITION 2017 LIVE - Day Two: Morning Session","Business Insider","News and Politics",2017-11-30 12:41:07,3778,67,10,2,FALSE,FALSE,FALSE,12,"8am to 3pm","Thursday","3"
2017-12-03,"Peter Bone to Trump: Delete Your Account","Ross Kempsell","Comedy",2017-11-30 06:40:37,2975,6,39,0,TRUE,FALSE,FALSE,6,"12am to 8am","Thursday","3"
2017-12-04,"42 HOLY GRAIL HACKS THAT WILL SAVE YOU A FORTUNE","5-Minute Crafts","Howto and Style",2017-12-03 03:30:00,6315549,69278,12065,9262,FALSE,FALSE,FALSE,3,"12am to 8am","Sunday","1"
2017-12-04,"The Invention Of Chapstick","Gus Johnson","Comedy",2017-12-03 09:48:37,199519,9595,549,696,FALSE,FALSE,FALSE,9,"8am to 3pm","Sunday","1"
2017-12-04,"Little Mix bring the Power & CNCO to The X Factor Final! | Final | The X Factor 2017","The X Factor UK","Entertainment",2017-12-03 14:47:01,892103,60439,952,0,TRUE,FALSE,FALSE,14,"8am to 3pm","Sunday","1"
2017-12-04,"8 Water Bottle Gadgets from GearBest","CrazyRussianHacker","Science and Technology",2017-12-03 14:01:09,546025,18243,737,2564,FALSE,FALSE,FALSE,14,"8am to 3pm","Sunday","1"
2017-12-04,"Parris Campbell takes the screen pass 57 yards to the house | Highlights | FOX COLLEGE FOOTBALL","FOX Sports","Sports",2017-12-02 21:10:57,204293,870,320,236,FALSE,FALSE,FALSE,21,"3pm to 12am","Saturday","1"
2017-12-04,"SHOCKING Science with a Leyden Jar","The King of Random","Education",2017-12-03 10:00:03,616695,15447,920,3065,FALSE,FALSE,FALSE,10,"8am to 3pm","Sunday","1"
2017-12-04,"Black Mirror - Metalhead | Official Trailer [HD] | Netflix","Netflix","Entertainment",2017-12-03 06:00:04,228716,3937,63,610,FALSE,FALSE,FALSE,6,"12am to 8am","Sunday","1"
